UF,Município,Situação do Plano,Valor Disponível
MG,BELMIRO BRAGA,Autorizado,55526.77
BA,BELMONTE,Autorizado,240389.01
SC,BELMONTE,Autorizado,45241.42
BA,BELO CAMPO,Autorizado,184130.84
MG,BELO HORIZONTE,Autorizado,19442586.05
PE,BELO JARDIM,Autorizado,675805.48
AL,BELO MONTE,Autorizado,80303.86
MG,BELO ORIENTE,Autorizado,263192.95
MG,BELO VALE,Autorizado,85318.37
PA,BELTERRA,Autorizado,173587.28
PI,BENEDITINOS,Autorizado,107624.91
MA,BENEDITO LEITE,Autorizado,66289.28
SC,BENEDITO NOVO,Autorizado,117674.77
PA,BENEVIDES,Autorizado,547299.77
AM,BENJAMIN CONSTANT,Autorizado,390910.65
RS,BENJAMIN CONSTANT DO SUL,Autorizado,42275.52
SP,BENTO DE ABREU,Autorizado,50882.8
RN,BENTO FERNANDES,Autorizado,69888.84
RS,BENTO GONCALVES,Autorizado,1016645.02
MA,BEQUIMAO,Autorizado,202060.04
MG,BERILO,Autorizado,124256.18
MG,BERIZAL,Autorizado,65016.29
PB,BERNARDINO BATISTA,Autorizado,56299.29
SP,BERNARDINO DE CAMPOS,Autorizado,117235.49
MA,BERNARDO DO MEARIM,Autorizado,69468.61
TO,BERNARDO SAYAO,Autorizado,55263.03
SP,BERTIOGA,Autorizado,577862.06
PI,BERTOLINIA,Autorizado,64460.04
MG,BERTOPOLIS,Autorizado,63748.71
AM,BERURI,Autorizado,193080.6
PE,BETANIA,Autorizado,132718.1
PI,BETANIA DO PIAUI,Autorizado,69322.57
MG,BETIM,Autorizado,3411352.34
PE,BEZERROS,Autorizado,543196.34
MG,BIAS FORTES,Autorizado,54557.04
MG,BICAS,Autorizado,154251.22
SC,BIGUACU,Autorizado,593954.56
SP,BILAC,Autorizado,86686.73
MG,BIQUINHAS,Autorizado,49015.71
SP,BIRIGUI,Autorizado,1042894.52
SP,BIRITIBA-MIRIM,Autorizado,310172.5
BA,BIRITINGA,Autorizado,165989.83
PR,BITURUNA,Autorizado,169120.4
SC,BLUMENAU,Autorizado,2769117.34
PR,BOA ESPERANCA,Autorizado,60912.55
MG,BOA ESPERANCA,Autorizado,374670.29
ES,BOA ESPERANCA,Autorizado,154964.35
PR,BOA ESPERANCA DO IGUACU,Autorizado,50148.51
SP,BOA ESPERANCA DO SUL,Autorizado,154516.93
PI,BOA HORA,Autorizado,73714.07
BA,BOA NOVA,Autorizado,138629.49
PB,BOA VENTURA,Autorizado,67915.3
PR,BOA VENTURA DE SAO ROQUE,Autorizado,77204.07
CE,BOA VIAGEM,Autorizado,498651.1
PB,BOA VISTA,Autorizado,81560.84
RR,BOA VISTA,Autorizado,4618505.83
PR,BOA VISTA DA APARECIDA,Autorizado,85384.47
RS,BOA VISTA DAS MISSOES,Autorizado,43404.58
RS,BOA VISTA DO BURICA,Autorizado,75440.41
RS,BOA VISTA DO CADEADO,Autorizado,46029.79
MA,BOA VISTA DO GURUPI,Autorizado,86037.18
RS,BOA VISTA DO INCRA,Autorizado,47151.92
AM,BOA VISTA DO RAMOS,Autorizado,189873.55
RS,BOA VISTA DO SUL,Autorizado,48156.26
BA,BOA VISTA DO TUPIM,Autorizado,194368.46
AL,BOCA DA MATA,Autorizado,268805.48
AM,BOCA DO ACRE,Autorizado,310226.6
PI,BOCAINA,Autorizado,57512.61
SP,BOCAINA,Autorizado,126953.59
MG,BOCAINA DE MINAS,Autorizado,67066.6
SC,BOCAINA DO SUL,Autorizado,50706.56
MG,BOCAIUVA,Autorizado,456020.08
PR,BOCAIUVA DO SUL,Autorizado,136537.64
RN,BODO,Autorizado,46469.78
PE,BODOCO,Autorizado,366360.43
MS,BODOQUENA,Autorizado,85548.17
SP,BOFETE,Autorizado,123739.62
SP,BOITUVA,Autorizado,558162.62
PE,BOM CONSELHO,Autorizado,449185.1
MG,BOM DESPACHO,Autorizado,472965.75
MA,BOM JARDIM,Autorizado,372595.62
RJ,BOM JARDIM,Autorizado,254267.84
PE,BOM JARDIM,Autorizado,376286.35
SC,BOM JARDIM DA SERRA,Autorizado,59711.21
GO,BOM JARDIM DE GOIAS,Autorizado,90294.26
MG,BOM JARDIM DE MINAS,Autorizado,76459.15
SC,BOM JESUS,Em Elaboração,47956.68
RS,BOM JESUS,Autorizado,116661.46
PB,BOM JESUS,Autorizado,49490.4
RN,BOM JESUS,Autorizado,113413.32
PI,BOM JESUS,Autorizado,238532.46
BA,BOM JESUS DA LAPA,Autorizado,618487.51
MG,BOM JESUS DA PENHA,Autorizado,61400.59
BA,BOM JESUS DA SERRA,Autorizado,111851.22
MA,BOM JESUS DAS SELVAS,Autorizado,315630.31
GO,BOM JESUS DE GOIAS,Autorizado,247220.14
MG,BOM JESUS DO AMPARO,Autorizado,74644.37
MT,BOM JESUS DO ARAGUAIA,Autorizado,72267
MG,BOM JESUS DO GALHO,Autorizado,155498.02
RJ,BOM JESUS DO ITABAPOANA,Autorizado,329094.16
ES,BOM JESUS DO NORTE,Autorizado,109225.95
SC,BOM JESUS DO OESTE,Autorizado,41251.66
PR,BOM JESUS DO SUL,Autorizado,57317.62
TO,BOM JESUS DO TOCANTINS,Autorizado,59980.1
PA,BOM JESUS DO TOCANTINS,Autorizado,168807.87
SP,BOM JESUS DOS PERDOES,Autorizado,253385.53
MA,BOM LUGAR,Autorizado,160167.15
RS,BOM PRINCIPIO,Autorizado,148310.09
PI,BOM PRINCIPIO DO PIAUI,Autorizado,65554.46
RS,BOM PROGRESSO,Autorizado,41818.37
MG,BOM REPOUSO,Autorizado,115348.49
SC,BOM RETIRO,Autorizado,96782.74
RS,BOM RETIRO DO SUL,Autorizado,124821.06
MG,BOM SUCESSO,Autorizado,185638.96
PB,BOM SUCESSO,Autorizado,65761.13
PR,BOM SUCESSO,Autorizado,82468.35
SP,BOM SUCESSO DE ITARARE,Autorizado,57705.56
PR,BOM SUCESSO DO SUL,Autorizado,55738.33
SC,BOMBINHAS,Autorizado,197603.86
RR,BONFIM,Autorizado,104191.77
MG,BONFIM,Autorizado,79285.22
PI,BONFIM DO PIAUI,Autorizado,65762.27
GO,BONFINOPOLIS,Autorizado,98661.67
MG,BONFINOPOLIS DE MINAS,Autorizado,69206.94
BA,BONINAL,Autorizado,155800.71
BA,BONITO,Autorizado,184033.86
MS,BONITO,Autorizado,218176.84
PA,BONITO,Autorizado,157232.57
PE,BONITO,Autorizado,362869.4
MG,BONITO DE MINAS,Autorizado,122101.98
PB,BONITO DE SANTA FE,Autorizado,126078.28
GO,BONOPOLIS,Autorizado,60281.02
PB,BOQUEIRAO,Autorizado,187351.05
RS,BOQUEIRAO DO LEAO,Autorizado,82221.61
PI,BOQUEIRAO DO PIAUI,Autorizado,70908.77
SE,BOQUIM,Autorizado,257687.62
BA,BOQUIRA,Autorizado,215113.81
SP,BORA,Autorizado,35720.33
SP,BORACEIA,Autorizado,63939.57
AM,BORBA,Autorizado,369786.64
PB,BORBOREMA,Autorizado,68351.69
SP,BORBOREMA,Autorizado,162600.35
MG,BORDA DA MATA,Autorizado,200856.85
SP,BOREBI,Autorizado,48700.9
PR,BORRAZOPOLIS,Autorizado,76836.97
RS,BOSSOROCA,Autorizado,71443.71
MG,BOTELHOS,Autorizado,156433.12
SP,BOTUCATU,Autorizado,1274320.18
MG,BOTUMIRIM,Autorizado,75177.73
BA,BOTUPORA,Autorizado,113804.55
SC,BOTUVERA,Autorizado,63832.58
RS,BOZANO,Autorizado,43487.69
SC,BRACO DO NORTE,Autorizado,308093.39
SC,BRACO DO TROMBUDO,Autorizado,52736.08
RS,BRAGA,Autorizado,51605.76
PA,BRAGANCA,Autorizado,1049197.17
SP,BRAGANCA PAULISTA,Autorizado,1441026.85
PR,BRAGANEY,Autorizado,70242.77
AL,BRANQUINHA,Autorizado,117254
MG,BRAS PIRES,Autorizado,61296.7
PA,BRASIL NOVO,Autorizado,144168.88
MS,BRASILANDIA,Autorizado,123985.51
MG,BRASILANDIA DE MINAS,Autorizado,170445.77
PR,BRASILANDIA DO SUL,Autorizado,50730.36
TO,BRASILANDIA DO TOCANTINS,Autorizado,39899.69
AC,BRASILEIA,Autorizado,234880.61
PI,BRASILEIRA,Autorizado,84214.9
DF,BRASILIA,Autorizado,22071105.04
MG,BRASILIA DE MINAS,Autorizado,309701.6
MT,BRASNORTE,Autorizado,192404.13
MG,BRASOPOLIS,Autorizado,152533.41
SP,BRAUNA,Autorizado,70048.88
MG,BRAUNAS,Autorizado,64635.35
GO,BRAZABRANTES,Autorizado,54968.27
PE,BREJAO,Autorizado,95193.82
ES,BREJETUBA,Autorizado,126279.41
PE,BREJINHO,Autorizado,84859.25
RN,BREJINHO,Autorizado,131076.31
TO,BREJINHO DE NAZARE,Autorizado,62889.32
MA,BREJO,Autorizado,328132.95
SP,BREJO ALEGRE,Autorizado,50072.39
PE,BREJO DA MADRE DE DEUS,Autorizado,479027.71
MA,BREJO DE AREIA,Autorizado,88440.73
PB,BREJO DO CRUZ,Autorizado,151568.15
PI,BREJO DO PIAUI,Autorizado,52767.86
PB,BREJO DOS SANTOS,Autorizado,76442.04
SE,BREJO GRANDE,Autorizado,88501.8
PA,BREJO GRANDE DO ARAGUAIA,Autorizado,75607.08
CE,BREJO SANTO,Autorizado,456684.94
BA,BREJOES,Autorizado,153286.33
BA,BREJOLANDIA,Autorizado,118133.71
PA,BREU BRANCO,Autorizado,573738.86
PA,BREVES,Autorizado,853766.52
GO,BRITANIA,Autorizado,68842.38
RS,BROCHIER,Autorizado,64496.26
SP,BRODOWSKI,Autorizado,247144.6
SP,BROTAS,Autorizado,241998.09
BA,BROTAS DE MACAUBAS,Autorizado,118341.52
MG,BRUMADINHO,Autorizado,380904.3
BA,BRUMADO,Autorizado,599903.25
SC,BRUNOPOLIS,Autorizado,42512.31
SC,BRUSQUE,Autorizado,1132609.99
MG,BUENO BRANDAO,Autorizado,118500.11
MG,BUENOPOLIS,Autorizado,114067.06
PE,BUENOS AIRES,Autorizado,135578.82
BA,BUERAREMA,Autorizado,192830.74
MG,BUGRE,Autorizado,59419.56
PE,BUIQUE,Autorizado,532723.23
AC,BUJARI,Autorizado,100090.81
PA,BUJARU,Autorizado,263350.78
SP,BURI,Autorizado,198697.36
SP,BURITAMA,Autorizado,180438.67
MA,BURITI,Autorizado,263763.05
GO,BURITI ALEGRE,Autorizado,94471.04
MA,BURITI BRAVO,Autorizado,229663.06
GO,BURITI DE GOIAS,Autorizado,45631.11
TO,BURITI DO TOCANTINS,Autorizado,113341.55
PI,BURITI DOS LOPES,Autorizado,189930.16
PI,BURITI DOS MONTES,Autorizado,83646.92
MA,BURITICUPU,Autorizado,627643.85
GO,BURITINOPOLIS,Autorizado,51227.87
BA,BURITIRAMA,Autorizado,214338.04
MA,BURITIRANA,Autorizado,152721.01
RO,BURITIS,Autorizado,352358.32
MG,BURITIS,Autorizado,248660.8
SP,BURITIZAL,Autorizado,61404.4
MG,BURITIZEIRO,Autorizado,269475.45
RS,BUTIA,Autorizado,203100.71
AM,CAAPIRANGA,Autorizado,136651.39
PB,CAAPORA,Autorizado,216062.1
MS,CAARAPO,Autorizado,298778.12
BA,CAATIBA,Autorizado,76310.72
PB,CABACEIRAS,Autorizado,71115.43
BA,CABACEIRAS DO PARAGUACU,Autorizado,197963.4
MG,CABECEIRA GRANDE,Autorizado,80483.55
GO,CABECEIRAS,Autorizado,84655.94
PI,CABECEIRAS DO PIAUI,Autorizado,108954.83
PB,CABEDELO,Autorizado,609550.73
RO,CABIXI,Não Cadastrado,57786.48
PE,CABO DE SANTO AGOSTINHO,Autorizado,1789390.16
RJ,CABO FRIO,Autorizado,1852779.71
MG,CABO VERDE,Autorizado,150524.67
SP,CABRALIA PAULISTA,Autorizado,59153.25
SP,CABREUVA,Autorizado,463826.23
PE,CABROBO,Autorizado,328856.92
SC,CACADOR,Autorizado,668895.22
SP,CACAPAVA,Autorizado,812786.37
RS,CACAPAVA DO SUL,Autorizado,309073.17
RO,CACAULANDIA,Não Cadastrado,66375.55
RS,CACEQUI,Autorizado,123733.58
MT,CACERES,Autorizado,785170.69
BA,CACHOEIRA,Autorizado,321527.76
GO,CACHOEIRA ALTA,Autorizado,127044.26
MG,CACHOEIRA DA PRATA,Autorizado,56621.2
GO,CACHOEIRA DE GOIAS,Autorizado,37817.83
MG,CACHOEIRA DE MINAS,Autorizado,122843.14
MG,CACHOEIRA DE PAJEU,Autorizado,97419.24
PA,CACHOEIRA DO ARARI,Autorizado,226209.99
PA,CACHOEIRA DO PIRIA,Autorizado,310286.7
RS,CACHOEIRA DO SUL,Autorizado,699976.58
PB,CACHOEIRA DOS INDIOS,Autorizado,113873.5
MG,CACHOEIRA DOURADA,Não Cadastrado,50664.25
GO,CACHOEIRA DOURADA,Autorizado,83956.37
MA,CACHOEIRA GRANDE,Autorizado,93171.66
SP,CACHOEIRA PAULISTA,Autorizado,314065.27
RJ,CACHOEIRAS DE MACACU,Autorizado,510385.44
RS,CACHOEIRINHA,Autorizado,1089008.6
TO,CACHOEIRINHA,Autorizado,40398.41
PE,CACHOEIRINHA,Autorizado,208784.9
ES,CACHOEIRO DE ITAPEMIRIM,Autorizado,1738215.12
PB,CACIMBA DE AREIA,Autorizado,57248.24
PB,CACIMBA DE DENTRO,Autorizado,182052.16
PB,CACIMBAS,Autorizado,81609.33
AL,CACIMBINHAS,Autorizado,120675.79
RS,CACIQUE DOBLE,Autorizado,64156.89
RO,CACOAL,Autorizado,704457.01
SP,CACONDE,Autorizado,191639.08
GO,CACU,Autorizado,162069.51
BA,CACULE,Autorizado,239467.77
BA,CAEM,Autorizado,94874.19
MG,CAETANOPOLIS,Autorizado,124644.08
BA,CAETANOS,Autorizado,156860.5
MG,CAETE,Autorizado,420299.27
PE,CAETES,Autorizado,278289.75
BA,CAETITE,Autorizado,476061.33
BA,CAFARNAUM,Autorizado,195019.57
PR,CAFEARA,Autorizado,53861.19
PR,CAFELANDIA,Autorizado,196639.57
SP,CAFELANDIA,Autorizado,183922.79
PR,CAFEZAL DO SUL,Autorizado,60801.74
SP,CAIABU,Autorizado,58966.22
MG,CAIANA,Autorizado,70502.23
GO,CAIAPONIA,Autorizado,190839.98
RS,CAIBATE,Autorizado,62210.48
SC,CAIBI,Autorizado,68792.08
RS,CAICARA,Autorizado,61219.95
PB,CAICARA,Autorizado,81311.49
RN,CAICARA DO NORTE,Autorizado,76954.04
RN,CAICARA DO RIO DO VENTO,Autorizado,57372.36
RN,CAICO,Autorizado,601770.54
SP,CAIEIRAS,Autorizado,880191.9
BA,CAIRU,Autorizado,195580.63
SP,CAIUA,Autorizado,71586.61
SP,CAJAMAR,Autorizado,677047.14
MA,CAJAPIO,Autorizado,114229.11
MA,CAJARI,Autorizado,189619.74
SP,CAJATI,Autorizado,266788.63
PB,CAJAZEIRAS,Autorizado,559699.52
PI,CAJAZEIRAS DO PIAUI,Autorizado,51119.29
PB,CAJAZEIRINHAS,Autorizado,53847.24
SP,CAJOBI,Não Cadastrado,113640.52
AL,CAJUEIRO,Autorizado,215764.76
PI,CAJUEIRO DA PRAIA,Autorizado,79643.29
MG,CAJURI,Autorizado,59260.25
SP,CAJURU,Autorizado,254126.68
PE,CALCADO,Autorizado,120056.17
AP,CALCOENE,Autorizado,100273.15
MG,CALDAS,Autorizado,154168.1
PB,CALDAS BRANDAO,Autorizado,73657.52
GO,CALDAS NOVAS,Autorizado,802121.44
GO,CALDAZINHA,Autorizado,55577.8
BA,CALDEIRAO GRANDE,Autorizado,148416.88
PI,CALDEIRAO GRANDE DO PIAUI,Autorizado,66357.96
PR,CALIFORNIA,Autorizado,93121.56
SC,CALMON,Autorizado,49487.47
PE,CALUMBI,Autorizado,72772.21
BA,CAMACAN,Autorizado,310195.73
BA,CAMACARI,Autorizado,2485783.59
MG,CAMACHO,Autorizado,51488.52
PB,CAMALAU,Autorizado,73456.64
BA,CAMAMU,Autorizado,333891.86
MG,CAMANDUCAIA,Autorizado,214862.57
MS,CAMAPUA,Autorizado,147232.68
RS,CAMAQUA,Autorizado,577705.66
PE,CAMARAGIBE,Autorizado,1437162.29
RS,CAMARGO,Autorizado,47996.96
PR,CAMBARA,Autorizado,254733.26
RS,CAMBARA DO SUL,Autorizado,73161.53
PR,CAMBE,Autorizado,926382.44
PR,CAMBIRA,Autorizado,88452.99
SC,CAMBORIU,Autorizado,727322.86
RJ,CAMBUCI,Autorizado,151688.74
MG,CAMBUI,Autorizado,282525.28
MG,CAMBUQUIRA,Autorizado,131162.06
PA,CAMETA,Autorizado,1123257.06
CE,CAMOCIM,Autorizado,575125.92
PE,CAMOCIM DE SAO FELIX,Autorizado,197799.2
MG,CAMPANARIO,Autorizado,57722.54
MG,CAMPANHA,Autorizado,169787.72
MG,CAMPESTRE,Autorizado,209466.71
AL,CAMPESTRE,Autorizado,82070.17
RS,CAMPESTRE DA SERRA,Autorizado,52513.14
GO,CAMPESTRE DE GOIAS,Autorizado,53929.26
MA,CAMPESTRE DO MARANHAO,Autorizado,145981.35
PR,CAMPINA DA LAGOA,Autorizado,151644.43
RS,CAMPINA DAS MISSOES,Autorizado,65833.11
SP,CAMPINA DO MONTE ALEGRE,Autorizado,72078.39
PR,CAMPINA DO SIMAO,Autorizado,59804.28
PB,CAMPINA GRANDE,Autorizado,3213604.47
PR,CAMPINA GRANDE DO SUL,Autorizado,405076.24
MG,CAMPINA VERDE,Autorizado,200510.54
GO,CAMPINACU,Autorizado,53693.75
MT,CAMPINAPOLIS,Autorizado,153967.73
SP,CAMPINAS,Autorizado,8732160.25
PI,CAMPINAS DO PIAUI,Autorizado,65263.53
RS,CAMPINAS DO SUL,Autorizado,66505
GO,CAMPINORTE,Autorizado,127300.55
SC,CAMPO ALEGRE,Autorizado,118291.24
AL,CAMPO ALEGRE,Autorizado,525576.41
GO,CAMPO ALEGRE DE GOIAS,Autorizado,83173.64
BA,CAMPO ALEGRE DE LOURDES,Autorizado,277093.41
PI,CAMPO ALEGRE DO FIDALGO,Autorizado,61557.78
MG,CAMPO AZUL,Autorizado,58352.85
MG,CAMPO BELO,Autorizado,493066.91
SC,CAMPO BELO DO SUL,Autorizado,74174.1
RS,CAMPO BOM,Autorizado,600529.05
PR,CAMPO BONITO,Autorizado,58855.32
SE,CAMPO DO BRITO,Autorizado,187622.13
MG,CAMPO DO MEIO,Autorizado,123113.29
PR,CAMPO DO TENENTE,Autorizado,89498.91
SC,CAMPO ERE,Autorizado,84030.74
MG,CAMPO FLORIDO,Autorizado,89889.96
BA,CAMPO FORMOSO,Autorizado,640638.76
MS,CAMPO GRANDE,Autorizado,6918812.87
AL,CAMPO GRANDE,Autorizado,100107.2
RN,CAMPO GRANDE (EX-AUGUSTO SEVERO),Autorizado,98523.69
PI,CAMPO GRANDE DO PIAUI,Autorizado,67750.21
PR,CAMPO LARGO,Autorizado,1139404.61
PI,CAMPO LARGO DO PIAUI,Autorizado,77135.84
GO,CAMPO LIMPO DE GOIAS,Autorizado,84579.76
SP,CAMPO LIMPO PAULISTA,Autorizado,738087.05
PR,CAMPO MAGRO,Autorizado,286471.21
PI,CAMPO MAIOR,Autorizado,412807.87
PR,CAMPO MOURAO,Autorizado,832006.89
RS,CAMPO NOVO,Autorizado,58546.26
RO,CAMPO NOVO DE RONDONIA,Não Cadastrado,137496.75
MT,CAMPO NOVO DO PARECIS,Autorizado,322266.02
RN,CAMPO REDONDO,Autorizado,120617.05
MT,CAMPO VERDE,Autorizado,379875.43
MG,CAMPOS ALTOS,Autorizado,161517.28
GO,CAMPOS BELOS,Autorizado,196519.85
RS,CAMPOS BORGES,Autorizado,51612.69
MT,CAMPOS DE JULIO,Autorizado,75141.56
SP,CAMPOS DO JORDAO,Autorizado,474791.15
RJ,CAMPOS DOS GOYTACAZES,Autorizado,3796166.61
MG,CAMPOS GERAIS,Autorizado,274490.35
TO,CAMPOS LINDOS,Autorizado,105452.08
SC,CAMPOS NOVOS,Autorizado,325874.15
SP,CAMPOS NOVOS PAULISTA,Autorizado,64736.14
CE,CAMPOS SALES,Autorizado,266873.96
GO,CAMPOS VERDES,Autorizado,39133.9
PE,CAMUTANGA,Autorizado,92499.37
MG,CANA VERDE,Autorizado,70509.16
MG,CANAA,Autorizado,63222.3
PA,CANAA DOS CARAJAS,Autorizado,344796.19
MT,CANABRAVA DO NORTE,Autorizado,57589.39
SP,CANANEIA,Autorizado,126752.72
AL,CANAPI,Autorizado,190260.78
BA,CANAPOLIS,Autorizado,100290.84
MG,CANAPOLIS,Autorizado,127290.06
BA,CANARANA,Autorizado,260670.27
MT,CANARANA,Autorizado,203001.92
SP,CANAS,Não Cadastrado,66398.54
PI,CANAVIEIRA,Autorizado,53557.47
BA,CANAVIEIRAS,Autorizado,301184.15
BA,CANDEAL,Autorizado,89312.06
MG,CANDEIAS,Autorizado,156176.82
BA,CANDEIAS,Autorizado,762970.37
RO,CANDEIAS DO JAMARI,Autorizado,247358.78
RS,CANDELARIA,Autorizado,295212.9
BA,CANDIBA,Autorizado,155087.25
PR,CANDIDO DE ABREU,Autorizado,156617.78
RS,CANDIDO GODOI,Autorizado,71242.84
MA,CANDIDO MENDES,Autorizado,195542.05
SP,CANDIDO MOTA,Autorizado,297323.52
SP,CANDIDO RODRIGUES,Autorizado,49338.15
BA,CANDIDO SALES,Autorizado,249954.75
RS,CANDIOTA,Autorizado,96185.77
PR,CANDOI,Autorizado,167146.32
RS,CANELA,Autorizado,414823.97
SC,CANELINHA,Autorizado,122225.6
RN,CANGUARETAMA,Autorizado,324963.63
RS,CANGUCU,Autorizado,496600.88
SE,CANHOBA,Autorizado,58072.93
PE,CANHOTINHO,Autorizado,248352.69
CE,CANINDE,Autorizado,678406.91
SE,CANINDE DE SAO FRANCISCO,Autorizado,294913.75
SP,CANITAR,Autorizado,67070.41
RS,CANOAS,Autorizado,2670125.74
SC,CANOINHAS,Autorizado,474911.65
BA,CANSANCAO,Autorizado,330324.62
RR,CANTA,Autorizado,157711.09
RJ,CANTAGALO,Autorizado,192678.29
MG,CANTAGALO,Autorizado,63513.21
PR,CANTAGALO,Autorizado,136759.28
MA,CANTANHEDE,Autorizado,208425.65
PI,CANTO DO BURITI,Autorizado,200278.61
BA,CANUDOS,Autorizado,182877.11
RS,CANUDOS DO VALE,Autorizado,40675.47
AM,CANUTAMA,Autorizado,153247.7
PR,CAPANEMA,Autorizado,199334.03
PA,CAPANEMA,Autorizado,582265.59
SC,CAPAO ALTO,Autorizado,43544.4
SP,CAPAO BONITO,Autorizado,425928.3
RS,CAPAO BONITO DO SUL,Autorizado,40225.23
RS,CAPAO DA CANOA,Autorizado,487173.68
RS,CAPAO DO CIPO,Autorizado,54889
RS,CAPAO DO LEAO,Autorizado,243913.32
MG,CAPARAO,Autorizado,69671.03
SE,CAPELA,Autorizado,322024.72
AL,CAPELA,Autorizado,184664.02
RS,CAPELA DE SANTANA,Autorizado,122985.5
SP,CAPELA DO ALTO,Autorizado,207057.83
BA,CAPELA DO ALTO ALEGRE,Autorizado,124520.09
MG,CAPELA NOVA,Autorizado,63797.21
MG,CAPELINHA,Autorizado,360907.01
MG,CAPETINGA,Autorizado,79340.65
PB,CAPIM,Autorizado,78076.73
MG,CAPIM BRANCO,Autorizado,100370
BA,CAPIM GROSSO,Autorizado,303490.72
MG,CAPINOPOLIS,Autorizado,165901.87
SC,CAPINZAL,Autorizado,213736.07
MA,CAPINZAL DO NORTE,Autorizado,112026.44
CE,CAPISTRANO,Autorizado,188902.98
RS,CAPITAO,Autorizado,48135.49
MG,CAPITAO ANDRADE,Autorizado,70329.07
PI,CAPITAO DE CAMPOS,Autorizado,114496.18
MG,CAPITAO ENEAS,Autorizado,159626.32
PI,CAPITAO GERVASIO OLIVEIRA,Autorizado,54866.61
PR,CAPITAO LEONIDAS MARQUES,Autorizado,165490.83
PA,CAPITAO POCO,Autorizado,468189.49
MG,CAPITOLIO,Autorizado,92037.22
SP,CAPIVARI,Autorizado,504298.73
SC,CAPIVARI DE BAIXO,Autorizado,238202.12
RS,CAPIVARI DO SUL,Autorizado,62148.14
AC,CAPIXABA,Autorizado,111921.56
PE,CAPOEIRAS,Autorizado,204836.69
MG,CAPUTIRA,Autorizado,96366.39
RS,CARAA,Autorizado,87312.7
RR,CARACARAI,Autorizado,181109.36
MS,CARACOL,Autorizado,74777.21
PI,CARACOL,Autorizado,111296.05
SP,CARAGUATATUBA,Autorizado,1036660.5
MG,CARAI,Autorizado,239607.66
BA,CARAIBAS,Autorizado,93121.74
PR,CARAMBEI,Autorizado,245423.8
MG,CARANAIBA,Autorizado,53642.72
MG,CARANDAI,Autorizado,253176.99
MG,CARANGOLA,Autorizado,313594.4
RJ,CARAPEBUS,Autorizado,160956.61
SP,CARAPICUIBA,Autorizado,3055140.86
MG,CARATINGA,Autorizado,804156.07
AM,CARAUARI,Autorizado,258500.59
RN,CARAUBAS,Autorizado,205470.25
PB,CARAUBAS,Autorizado,60697.71
PI,CARAUBAS DO PIAUI,Autorizado,67216.86
BA,CARAVELAS,Autorizado,219823.95
RS,CARAZINHO,Autorizado,548108.02
MG,CARBONITA,Autorizado,97093.7
BA,CARDEAL DA SILVA,Autorizado,98219.76
SP,CARDOSO,Em Elaboração,125568.26
RJ,CARDOSO MOREIRA,Autorizado,124129.99
MG,CAREACU,Autorizado,79105.14
AM,CAREIRO,Autorizado,345487.9
AM,CAREIRO DA VARZEA,Autorizado,285990.18
ES,CARIACICA,Autorizado,2945692.26
CE,CARIDADE,Autorizado,224790.06
PI,CARIDADE DO PIAUI,Autorizado,61620.11
BA,CARINHANHA,Autorizado,279025.95
SE,CARIRA,Autorizado,215799.82
CE,CARIRE,Autorizado,193336.05
TO,CARIRI DO TOCANTINS,Autorizado,55678.63
CE,CARIRIACU,Autorizado,263375.99
CE,CARIUS,Autorizado,194929.18
MT,CARLINDA,Autorizado,94875.64
PR,CARLOPOLIS,Autorizado,155128.56
RS,CARLOS BARBOSA,Autorizado,289359.87
MG,CARLOS CHAGAS,Autorizado,191900.68
RS,CARLOS GOMES,Autorizado,38140.31
MG,CARMESIA,Autorizado,50248.65
RJ,CARMO,Autorizado,185737.77
MG,CARMO DA CACHOEIRA,Autorizado,126888.31
MG,CARMO DA MATA,Autorizado,122406.76
MG,CARMO DE MINAS,Autorizado,157153.49
MG,CARMO DO CAJURU,Autorizado,222267.18
MG,CARMO DO PARANAIBA,Autorizado,295010.17
MG,CARMO DO RIO CLARO,Autorizado,211253.77
GO,CARMO DO RIO VERDE,Autorizado,109422.81
TO,CARMOLANDIA,Autorizado,42711.92
SE,CARMOPOLIS,Autorizado,180051.28
MG,CARMOPOLIS DE MINAS,Autorizado,200489.74
PE,CARNAIBA,Autorizado,202190.71
RN,CARNAUBA DOS DANTAS,Autorizado,88902.53
RN,CARNAUBAIS,Autorizado,117908.74
CE,CARNAUBAL,Autorizado,188438.88
PE,CARNAUBEIRA DA PENHA,Autorizado,134837.67
MG,CARNEIRINHO,Autorizado,101803.82
AL,CARNEIROS,Autorizado,100051.79
RR,CAROEBE,Autorizado,89604.21
MA,CAROLINA,Autorizado,230757.47
PE,CARPINA,Autorizado,743606.25
MG,CARRANCAS,Autorizado,59890.57
PB,CARRAPATEIRA,Autorizado,50363.14
TO,CARRASCO BONITO,Autorizado,53365.14
PE,CARUARU,Autorizado,2887592.24
MA,CARUTAPERA,Autorizado,230369.59
MG,CARVALHOPOLIS,Autorizado,56856.68
MG,CARVALHOS,Não Cadastrado,62612.75
SP,CASA BRANCA,Autorizado,292093.89
MG,CASA GRANDE,Autorizado,47415.64
BA,CASA NOVA,Autorizado,649906.62
RS,CASCA,Autorizado,91773.48
MG,CASCALHO RICO,Não Cadastrado,53351.79
CE,CASCAVEL,Autorizado,645311.31
PR,CASCAVEL,Autorizado,2611174.99
