UF,Município,Situação do Plano,Valor Disponível
SP,SAO ROQUE,Autorizado,794250.61
MG,SAO ROQUE DE MINAS,Autorizado,81003.06
ES,SAO ROQUE DO CANAA,Autorizado,127332.26
TO,SAO SALVADOR DO TOCANTINS,Autorizado,46029.8
SP,SAO SEBASTIAO,Autorizado,774313.52
AL,SAO SEBASTIAO,Autorizado,328516.66
PR,SAO SEBASTIAO DA AMOREIRA,Autorizado,94673.12
MG,SAO SEBASTIAO DA BELA VISTA,Autorizado,70599.19
PA,SAO SEBASTIAO DA BOA VISTA,Autorizado,246622.88
SP,SAO SEBASTIAO DA GRAMA,Autorizado,123947.41
MG,SAO SEBASTIAO DA VARGEM ALEGRE,Autorizado,52873.85
PB,SAO SEBASTIAO DE LAGOA DE ROCA,Autorizado,123771.69
RJ,SAO SEBASTIAO DO ALTO,Autorizado,91729.48
MG,SAO SEBASTIAO DO ANTA,Autorizado,78211.6
RS,SAO SEBASTIAO DO CAI,Autorizado,248755.08
MG,SAO SEBASTIAO DO MARANHAO,Autorizado,110894.63
MG,SAO SEBASTIAO DO OESTE,Autorizado,79950.19
MG,SAO SEBASTIAO DO PARAISO,Autorizado,636032.45
BA,SAO SEBASTIAO DO PASSE,Autorizado,419089.69
MG,SAO SEBASTIAO DO RIO PRETO,Autorizado,42061.33
MG,SAO SEBASTIAO DO RIO VERDE,Autorizado,47471.07
TO,SAO SEBASTIAO DO TOCANTINS,Autorizado,58442.38
AM,SAO SEBASTIAO DO UATUMA,Autorizado,144222.23
PB,SAO SEBASTIAO DO UMBUZEIRO,Autorizado,56043.02
RS,SAO SEPE,Autorizado,230267.79
SP,SAO SIMAO,Autorizado,156837.38
GO,SAO SIMAO,Autorizado,204790.28
MG,SAO THOME DAS LETRAS,Autorizado,81356.3
MG,SAO TIAGO,Autorizado,118479.33
MG,SAO TOMAS DE AQUINO,Autorizado,80171.84
PR,SAO TOME,Autorizado,73290.5
RN,SAO TOME,Autorizado,118455.92
RS,SAO VALENTIM,Autorizado,51252.49
RS,SAO VALENTIM DO SUL,Autorizado,44519.76
TO,SAO VALERIO DA NATIVIDADE,Autorizado,51169.39
RS,SAO VALERIO DO SUL,Autorizado,47872.27
RS,SAO VENDELINO,Autorizado,44796.84
SP,SAO VICENTE,Autorizado,2815921.06
RN,SAO VICENTE,Autorizado,76289.08
MG,SAO VICENTE DE MINAS,Autorizado,86378.14
RS,SAO VICENTE DO SUL,Autorizado,89501.54
PE,SAO VICENTE FERRER,Autorizado,191689.87
MA,SAO VICENTE FERRER,Autorizado,209921.8
PB,SAPE,Autorizado,482689.11
BA,SAPEACU,Autorizado,186956.92
MT,SAPEZAL,Autorizado,248614.4
RS,SAPIRANGA,Autorizado,683137.15
PR,SAPOPEMA,Autorizado,79732.3
MG,SAPUCAI-MIRIM,Autorizado,80622.06
RJ,SAPUCAIA,Autorizado,179566.12
PA,SAPUCAIA,Autorizado,66817.13
RS,SAPUCAIA DO SUL,Autorizado,1160796.56
RJ,SAQUAREMA,Autorizado,769363.76
RS,SARANDI,Autorizado,240879.45
PR,SARANDI,Autorizado,851304.59
SP,SARAPUI,Autorizado,112559.98
MG,SARDOA,Autorizado,76299.84
SP,SARUTAIA,Autorizado,55004.16
MG,SARZEDO,Autorizado,320715.02
BA,SATIRO DIAS,Autorizado,186326.6
AL,SATUBA,Autorizado,153559.99
MA,SATUBINHA,Autorizado,144208.11
BA,SAUBARA,Autorizado,128440.6
PR,SAUDADE DO IGUACU,Autorizado,71905.17
SC,SAUDADES,Autorizado,94850.2
BA,SAUDE,Autorizado,134037.33
SC,SCHROEDER,Autorizado,209490.03
BA,SEABRA,Autorizado,417815.19
SC,SEARA,Autorizado,174891.33
SP,SEBASTIANOPOLIS DO SUL,Autorizado,54810.22
PI,SEBASTIAO BARROS,Autorizado,50066.42
BA,SEBASTIAO LARANJEIRAS,Autorizado,124443.91
PI,SEBASTIAO LEAL,Autorizado,56141.12
RS,SEBERI,Autorizado,112560.87
RS,SEDE NOVA,Autorizado,48862.78
RS,SEGREDO,Autorizado,80656.18
RS,SELBACH,Autorizado,64371.59
MS,SELVIRIA,Autorizado,76910.61
MG,SEM-PEIXE,Autorizado,49687.6
AC,SENA MADUREIRA,Autorizado,393872.21
MA,SENADOR ALEXANDRE COSTA,Autorizado,114436.9
MG,SENADOR AMARAL,Autorizado,68985.3
GO,SENADOR CANEDO,Autorizado,1003084.5
MG,SENADOR CORTES,Autorizado,45683.98
RN,SENADOR ELOI DE SOUZA,Autorizado,74148.73
MG,SENADOR FIRMINO,Autorizado,86558.23
RN,SENADOR GEORGINO AVELINO,Autorizado,62789.01
AC,SENADOR GUIOMARD,Autorizado,202695.75
MG,SENADOR JOSE BENTO,Autorizado,41673.45
PA,SENADOR JOSE PORFIRIO,Autorizado,111169.41
MA,SENADOR LA ROCQUE,Autorizado,142178.62
MG,SENADOR MODESTINO GONCALVES,Autorizado,59918.27
CE,SENADOR POMPEU,Autorizado,252362.59
AL,SENADOR RUI PALMEIRA,Autorizado,152527.92
CE,SENADOR SA,Autorizado,86437.27
RS,SENADOR SALGADO FILHO,Autorizado,48073.15
PR,SENGES,Autorizado,201197.3
BA,SENHOR DO BONFIM,Autorizado,696460.75
MG,SENHORA DE OLIVEIRA,Autorizado,71901.42
MG,SENHORA DO PORTO,Autorizado,56177.87
MG,SENHORA DOS REMEDIOS,Autorizado,114981.37
RS,SENTINELA DO SUL,Autorizado,67980.4
BA,SENTO SE,Autorizado,385357.06
RS,SERAFINA CORREA,Autorizado,183089.59
MG,SERICITA,Autorizado,82665.46
PB,SERIDO,Autorizado,117717.78
RO,SERINGUEIRAS,Autorizado,112305.35
RS,SERIO,Autorizado,42033.1
MG,SERITINGA,Autorizado,44686.53
RJ,SEROPEDICA,Autorizado,704442.49
ES,SERRA,Autorizado,3986562.35
SC,SERRA ALTA,Não Cadastrado,48961.04
SP,SERRA AZUL,Autorizado,155770.67
MG,SERRA AZUL DE MINAS,Autorizado,61552.96
PB,SERRA BRANCA,Autorizado,148243.36
RN,SERRA CAIADA (EX-PRESIDENTE JUSCELINO),Autorizado,115650.63
PB,SERRA DA RAIZ,Autorizado,53133.81
MG,SERRA DA SAUDADE,Autorizado,37164.17
RN,SERRA DE SAO BENTO,Autorizado,71184.12
RN,SERRA DO MEL,Autorizado,126587.83
AP,SERRA DO NAVIO,Autorizado,54128.75
BA,SERRA DO RAMALHO,Autorizado,305617.21
MG,SERRA DO SALITRE,Autorizado,123819.8
MG,SERRA DOS AIMORES,Autorizado,92258.88
BA,SERRA DOURADA,Autorizado,185848.65
PB,SERRA GRANDE,Autorizado,51796.96
SP,SERRA NEGRA,Autorizado,275294.56
RN,SERRA NEGRA DO NORTE,Autorizado,87572.6
MT,SERRA NOVA DOURADA,Autorizado,36767.84
BA,SERRA PRETA,Autorizado,155890.76
PB,SERRA REDONDA,Autorizado,80057.75
PE,SERRA TALHADA,Autorizado,759786.92
SP,SERRANA,Autorizado,419472.64
MG,SERRANIA,Autorizado,84930.46
MA,SERRANO DO MARANHAO,Autorizado,107912
GO,SERRANOPOLIS,Não Cadastrado,89082.09
MG,SERRANOPOLIS DE MINAS,Autorizado,65321.08
PR,SERRANOPOLIS DO IGUACU,Autorizado,64161.18
MG,SERRANOS,Autorizado,45323.79
PB,SERRARIA,Autorizado,73380.44
BA,SERRINHA,Autorizado,720530.71
RN,SERRINHA,Autorizado,73878.6
RN,SERRINHA DOS PINTOS,Autorizado,64901.64
PE,SERRITA,Autorizado,199142.97
MG,SERRO,Autorizado,208517.75
BA,SERROLANDIA,Autorizado,148680.1
PR,SERTANEJA,Autorizado,68933.63
PE,SERTANIA,Autorizado,338630.45
PR,SERTANOPOLIS,Autorizado,169432.11
RS,SERTAO,Autorizado,65105.83
RS,SERTAO SANTANA,Autorizado,74567.64
SP,SERTAOZINHO,Autorizado,1059089.04
PB,SERTAOZINHO,Autorizado,67250.36
SP,SETE BARRAS,Autorizado,128061.85
RS,SETE DE SETEMBRO,Autorizado,42324.02
MG,SETE LAGOAS,Autorizado,1983946.63
MS,SETE QUEDAS,Autorizado,116477.01
MG,SETUBINHA,Autorizado,128966.32
RS,SEVERIANO DE ALMEIDA,Autorizado,53933.11
RN,SEVERIANO MELO,Autorizado,43505.15
SP,SEVERINIA,Autorizado,183250.88
SC,SIDEROPOLIS,Autorizado,142286.3
MS,SIDROLANDIA,Autorizado,536609.04
PI,SIGEFREDO PACHECO,Autorizado,96059.5
RJ,SILVA JARDIM,Autorizado,203844.08
GO,SILVANIA,Autorizado,202158.16
TO,SILVANOPOLIS,Autorizado,62279.75
RS,SILVEIRA MARTINS,Autorizado,45330.19
MG,SILVEIRANIA,Autorizado,47526.47
SP,SILVEIRAS,Autorizado,74066.34
AM,SILVES,Autorizado,89873.35
MG,SILVIANOPOLIS,Autorizado,75170.79
SE,SIMAO DIAS,Autorizado,373118.01
MG,SIMAO PEREIRA,Autorizado,49978.5
PI,SIMOES,Autorizado,145373.11
BA,SIMOES FILHO,Autorizado,1148629.63
GO,SIMOLANDIA,Autorizado,76323.18
MG,SIMONESIA,Autorizado,201030.04
PI,SIMPLICIO MENDES,Autorizado,123549.32
RS,SINIMBU,Autorizado,108917.44
MT,SINOP,Autorizado,1251384.96
PR,SIQUEIRA CAMPOS,Autorizado,215293.3
PE,SIRINHAEM,Autorizado,434431.31
SE,SIRIRI,Autorizado,93004.11
GO,SITIO D'ABADIA,Autorizado,49620.88
BA,SITIO DO MATO,Autorizado,134958.59
BA,SITIO DO QUINTO,Autorizado,109516.95
RN,SITIO NOVO,Autorizado,70221.33
MA,SITIO NOVO,Autorizado,180725.92
TO,SITIO NOVO DO TOCANTINS,Autorizado,86613.14
RS,SOBRADINHO,Autorizado,152431.46
BA,SOBRADINHO,Autorizado,227498.71
PB,SOBRADO,Autorizado,85903.88
CE,SOBRAL,Autorizado,1826198.53
MG,SOBRALIA,Autorizado,69754.14
SP,SOCORRO,Autorizado,378499.27
PI,SOCORRO DO PIAUI,Autorizado,57845.07
PB,SOLANEA,Autorizado,254096.18
RS,SOLEDADE,Autorizado,292386.83
PB,SOLEDADE,Autorizado,157968.39
MG,SOLEDADE DE MINAS,Autorizado,74949.15
PE,SOLIDAO,Autorizado,74780.95
CE,SOLONOPOLE,Autorizado,192775
SC,SOMBRIO,Autorizado,285858.79
MS,SONORA,Autorizado,202640.33
ES,SOORETAMA,Autorizado,296737.15
SP,SOROCABA,Autorizado,5063547.9
MT,SORRISO,Autorizado,782413.87
PB,SOSSEGO,Autorizado,56714.9
PA,SOURE,Autorizado,235886.54
PB,SOUSA,Autorizado,611102.3
BA,SOUTO SOARES,Autorizado,184858.15
TO,SUCUPIRA,Autorizado,38417.39
MA,SUCUPIRA DO NORTE,Autorizado,109906.87
MA,SUCUPIRA DO RIACHAO,Autorizado,66628.65
SP,SUD MENNUCCI,Autorizado,83507.4
SC,SUL BRASIL,Autorizado,42983.32
PR,SULINA,Autorizado,53217.03
SP,SUMARE,Autorizado,2255110.5
PB,SUME,Autorizado,181546.52
RJ,SUMIDOURO,Autorizado,152990.95
PE,SURUBIM,Autorizado,590431.8
PI,SUSSUAPARA,Autorizado,73388.52
SP,SUZANAPOLIS,Autorizado,58051.91
SP,SUZANO,Autorizado,2348772.87
RS,TABAI,Autorizado,62307.45
MT,TABAPORA,Não Cadastrado,89770.69
SP,TABAPUA,Autorizado,126884.32
SP,TABATINGA,Autorizado,166126.02
AM,TABATINGA,Autorizado,604625.86
PE,TABIRA,Autorizado,276869.78
SP,TABOAO DA SERRA,Autorizado,2308120.26
BA,TABOCAS DO BREJO VELHO,Autorizado,130878.78
RN,TABOLEIRO GRANDE,Autorizado,49482.88
MG,TABULEIRO,Autorizado,57237.65
CE,TABULEIRO DO NORTE,Autorizado,309401.18
PE,TACAIMBO,Autorizado,132939.75
PE,TACARATU,Autorizado,260100.32
SP,TACIBA,Autorizado,74038.64
PB,TACIMA,Autorizado,118445.09
MS,TACURU,Autorizado,123708.45
SP,TAGUAI,Autorizado,149695.98
TO,TAGUATINGA,Autorizado,158377.11
SP,TAIACU,Autorizado,73865.48
PA,TAILANDIA,Autorizado,904151.1
SC,TAIO,Autorizado,181582.49
MG,TAIOBEIRAS,Autorizado,324891.81
TO,TAIPAS DO TOCANTINS,Autorizado,39636.49
RN,TAIPU,Autorizado,127204.3
SP,TAIUVA,Autorizado,68434.97
TO,TALISMA,Autorizado,44124.95
PE,TAMANDARE,Autorizado,242181.03
PR,TAMARANA,Autorizado,161265.57
SP,TAMBAU,Autorizado,220897.33
PR,TAMBOARA,Autorizado,69259.19
CE,TAMBORIL,Autorizado,257772.33
PI,TAMBORIL DO PIAUI,Autorizado,46637.73
SP,TANABI,Autorizado,251480.69
SC,TANGARA,Autorizado,86358.11
RN,TANGARA,Autorizado,163268.77
MT,TANGARA DA SERRA,Autorizado,878632.39
RJ,TANGUA,Autorizado,312414.75
BA,TANHACU,Autorizado,207473.71
AL,TANQUE D'ARCA,Autorizado,76134.02
PI,TANQUE DO PIAUI,Autorizado,45543.33
BA,TANQUE NOVO,Autorizado,187628.81
BA,TANQUINHO,Autorizado,88113.77
MG,TAPARUBA,Autorizado,53247.9
AM,TAPAUA,Autorizado,167957.58
RS,TAPEJARA,Autorizado,240526.18
PR,TAPEJARA,Autorizado,169598.35
RS,TAPERA,Autorizado,111805.87
BA,TAPEROA,Autorizado,214663.58
PB,TAPEROA,Autorizado,160004.84
RS,TAPES,Autorizado,178164.71
PR,TAPIRA,Autorizado,71032.4
MG,TAPIRA,Autorizado,65695.11
MG,TAPIRAI,Autorizado,44769.67
SP,TAPIRAI,Autorizado,83417.34
BA,TAPIRAMUTA,Autorizado,183618.27
SP,TAPIRATIBA,Autorizado,129509.53
MT,TAPURAH,Autorizado,141201.91
RS,TAQUARA,Autorizado,506090.42
MG,TAQUARACU DE MINAS,Autorizado,60361.59
SP,TAQUARAL,Autorizado,49407.42
GO,TAQUARAL DE GOIAS,Autorizado,52848.71
AL,TAQUARANA,Autorizado,207210.33
RS,TAQUARI,Autorizado,253922.37
SP,TAQUARITINGA,Autorizado,508274.64
PE,TAQUARITINGA DO NORTE,Autorizado,281108.89
SP,TAQUARITUBA,Autorizado,221153.62
SP,TAQUARIVAI,Autorizado,71247.21
RS,TAQUARUCU DO SUL,Autorizado,50289.67
MS,TAQUARUSSU,Autorizado,56359.2
SP,TARABAI,Autorizado,82613.85
AC,TARAUACA,Autorizado,363342.8
CE,TARRAFAS,Autorizado,91957.83
AP,TARTARUGALZINHO,Autorizado,157180.54
SP,TARUMA,Autorizado,156248.58
MG,TARUMIRIM,Autorizado,151952
MA,TASSO FRAGOSO,Autorizado,87062.33
SP,TATUI,Autorizado,1029318.24
CE,TAUA,Autorizado,530368.3
SP,TAUBATE,Autorizado,2469456.17
RS,TAVARES,Autorizado,66934.46
PB,TAVARES,Autorizado,155059.21
AM,TEFE,Autorizado,512531.25
PB,TEIXEIRA,Autorizado,158813.46
BA,TEIXEIRA DE FREITAS,Autorizado,1481985.05
PR,TEIXEIRA SOARES,Autorizado,132748.73
MG,TEIXEIRAS,Autorizado,123334.93
RO,TEIXEIROPOLIS,Autorizado,51503.98
CE,TEJUCUOCA,Autorizado,200823.79
SP,TEJUPA,Autorizado,60746.38
PR,TELEMACO BORBA,Autorizado,702367.71
SE,TELHA,Autorizado,53002.63
RN,TENENTE ANANIAS,Autorizado,117569.31
RN,TENENTE LAURENTINO CRUZ,Autorizado,73580.75
RS,TENENTE PORTELA,Autorizado,140960.89
PB,TENORIO,Autorizado,53057.62
BA,TEODORO SAMPAIO,Autorizado,83680.69
SP,TEODORO SAMPAIO,Autorizado,221867.05
BA,TEOFILANDIA,Autorizado,222760.86
MG,TEOFILO OTONI,Autorizado,1169463.67
BA,TEOLANDIA,Autorizado,159811.23
AL,TEOTONIO VILELA,Autorizado,421312.89
MS,TERENOS,Autorizado,220393.38
PI,TERESINA,Autorizado,8026989.39
GO,TERESINA DE GOIAS,Autorizado,53070.36
RJ,TERESOPOLIS,Autorizado,1518519.59
PE,TEREZINHA,Autorizado,83044.47
GO,TEREZOPOLIS DE GOIAS,Autorizado,86235.23
PA,TERRA ALTA,Autorizado,115782.57
PR,TERRA BOA,Autorizado,186395.24
RS,TERRA DE AREIA,Autorizado,117028.58
BA,TERRA NOVA,Autorizado,134362.87
PE,TERRA NOVA,Autorizado,115422.23
MT,TERRA NOVA DO NORTE,Autorizado,89265.03
PR,TERRA RICA,Autorizado,184663.59
PR,TERRA ROXA,Autorizado,188182.34
SP,TERRA ROXA,Autorizado,95726.02
PA,TERRA SANTA,Autorizado,181338.22
MT,TESOURO,Autorizado,51009.07
RS,TEUTONIA,Autorizado,314607.57
RO,THEOBROMA,Autorizado,101929.22
CE,TIANGUA,Autorizado,675823.27
PR,TIBAGI,Autorizado,209835.1
RN,TIBAU,Autorizado,60336.98
RN,TIBAU DO SUL,Autorizado,154167.12
SP,TIETE,Autorizado,387199.15
SC,TIGRINHOS,Autorizado,37580.53
SC,TIJUCAS,Autorizado,355666.81
PR,TIJUCAS DO SUL,Autorizado,186332.92
PE,TIMBAUBA,Autorizado,485199.37
RN,TIMBAUBA DOS BATISTAS,Autorizado,48243
SC,TIMBE DO SUL,Autorizado,63430.85
MA,TIMBIRAS,Autorizado,266014.21
SC,TIMBO,Autorizado,404757.29
SC,TIMBO GRANDE,Autorizado,81890.42
SP,TIMBURI,Autorizado,48243.75
MA,TIMON,Autorizado,1538899.01
MG,TIMOTEO,Autorizado,780691.96
RS,TIO HUGO,Autorizado,50268.92
MG,TIRADENTES,Autorizado,88345.31
RS,TIRADENTES DO SUL,Autorizado,67266.95
MG,TIROS,Autorizado,75939.65
SE,TOBIAS BARRETO,Autorizado,477417.31
TO,TOCANTINIA,Autorizado,77767.77
TO,TOCANTINOPOLIS,Autorizado,207097.69
MG,TOCANTINS,Autorizado,169192.48
MG,TOCOS DO MOJI,Autorizado,60340.8
MG,TOLEDO,Autorizado,75711.06
PR,TOLEDO,Autorizado,1273823.13
SE,TOMAR DO GERU,Autorizado,134206.18
PR,TOMAZINA,Autorizado,86596.64
MG,TOMBOS,Autorizado,85041.29
PA,TOME-ACU,Autorizado,546080.68
AM,TONANTINS,Autorizado,182933.04
PE,TORITAMA,Autorizado,436114.49
MT,TORIXOREU,Autorizado,49111.15
RS,TOROPI,Autorizado,48017.73
SP,TORRE DE PEDRA,Autorizado,46754.51
RS,TORRES,Autorizado,359624.67
SP,TORRINHA,Autorizado,99868.19
RN,TOUROS,Autorizado,317358.13
SP,TRABIJU,Autorizado,42044.37
PA,TRACUATEUA,Autorizado,284256.29
PE,TRACUNHAEM,Autorizado,150951.62
AL,TRAIPU,Autorizado,272303.45
PA,TRAIRAO,Autorizado,183284.6
CE,TRAIRI,Autorizado,512317.42
RJ,TRAJANO DE MORAIS,Autorizado,109133.75
RS,TRAMANDAI,Autorizado,476769.84
RS,TRAVESSEIRO,Autorizado,45094.7
BA,TREMEDAL,Autorizado,177086.43
SP,TREMEMBE,Autorizado,433755.41
RS,TRES ARROIOS,Autorizado,47096.49
SC,TRES BARRAS,Autorizado,187671.03
PR,TRES BARRAS DO PARANA,Autorizado,127726.92
RS,TRES CACHOEIRAS,Autorizado,115996.51
MG,TRES CORACOES,Autorizado,695920.4
RS,TRES COROAS,Autorizado,268059.69
RS,TRES DE MAIO,Autorizado,232719.84
RS,TRES FORQUILHAS,Autorizado,47255.8
SP,TRES FRONTEIRAS,Autorizado,70471.41
MS,TRES LAGOAS,Autorizado,1045317.91
MG,TRES MARIAS,Autorizado,313871.47
RS,TRES PALMEIRAS,Autorizado,58262.29
RS,TRES PASSOS,Autorizado,232394.28
MG,TRES PONTAS,Autorizado,512385.39
GO,TRES RANCHOS,Autorizado,48166.28
RJ,TRES RIOS,Autorizado,694932.17
SC,TREVISO,Autorizado,54176.8
SC,TREZE DE MAIO,Autorizado,75663.33
SC,TREZE TILIAS,Autorizado,82825.52
PE,TRINDADE,Autorizado,303401.44
GO,TRINDADE,Autorizado,1085745.86
RS,TRINDADE DO SUL,Autorizado,68991.67
RS,TRIUNFO,Autorizado,276447.87
PE,TRIUNFO,Autorizado,160482.73
PB,TRIUNFO,Autorizado,97180.48
RN,TRIUNFO POTIGUAR,Autorizado,53562.68
MA,TRIZIDELA DO VALE,Autorizado,208335.59
GO,TROMBAS,Autorizado,52786.36
SC,TROMBUDO CENTRAL,Autorizado,78447.87
SC,TUBARAO,Autorizado,883247.59
BA,TUCANO,Autorizado,474114.93
PA,TUCUMA,Autorizado,355587.94
RS,TUCUNDUVA,Autorizado,67821.06
PA,TUCURUI,Autorizado,947353.55
MA,TUFILANDIA,Autorizado,67847.76
SP,TUIUTI,Autorizado,78797.26
MG,TUMIRITINGA,Autorizado,78904.27
SC,TUNAPOLIS,Autorizado,57674.79
RS,TUNAS,Autorizado,60707.39
PR,TUNAS DO PARANA,Autorizado,97471.5
PR,TUNEIRAS DO OESTE,Autorizado,92158.73
MA,TUNTUM,Autorizado,374202.6
SP,TUPA,Autorizado,574128.6
MG,TUPACIGUARA,Autorizado,250648.78
PE,TUPANATINGA,Autorizado,269479.01
RS,TUPANCI DO SUL,Autorizado,38971.52
RS,TUPANCIRETA,Autorizado,235047.18
RS,TUPANDI,Autorizado,63713.57
RS,TUPARENDI,Autorizado,82491.75
PE,TUPARETAMA,Autorizado,90241.27
PR,TUPASSI,Autorizado,89408.85
SP,TUPI PAULISTA,Autorizado,158388.95
TO,TUPIRAMA,Autorizado,38036.42
TO,TUPIRATINS,Autorizado,43806.35
MA,TURIACU,Autorizado,320589.81
MA,TURILANDIA,Autorizado,244340.68
SP,TURIUBA,Autorizado,43928.42
MG,TURMALINA,Autorizado,204119.31
SP,TURMALINA,Autorizado,41455.6
RS,TURUCU,Autorizado,52554.7
CE,TURURU,Autorizado,169400.01
GO,TURVANIA,Não Cadastrado,59913.9
GO,TURVELANDIA,Autorizado,66293.37
SC,TURVO,Autorizado,125875.96
PR,TURVO,Autorizado,145334.24
MG,TURVOLANDIA,Autorizado,67142.8
MA,TUTOIA,Autorizado,514835.37
AM,UARINI,Autorizado,138410.75
BA,UAUA,Autorizado,243512.94
MG,UBA,Autorizado,997644.69
MG,UBAI,Autorizado,130129.99
BA,UBAIRA,Autorizado,203851.07
BA,UBAITABA,Autorizado,195449.02
CE,UBAJARA,Autorizado,331677.34
MG,UBAPORANGA,Autorizado,129111.78
SP,UBARANA,Autorizado,74849.05
BA,UBATA,Autorizado,267687
SP,UBATUBA,Autorizado,792470.45
MG,UBERABA,Autorizado,2651171.56
MG,UBERLANDIA,Autorizado,5188547.76
SP,UBIRAJARA,Autorizado,63350.8
PR,UBIRATA,Autorizado,210673.22
RS,UBIRETAMA,Autorizado,42469.49
SP,UCHOA,Autorizado,110468.13
BA,UIBAI,Autorizado,151478.46
RR,UIRAMUTA,Autorizado,92506.47
GO,UIRAPURU,Autorizado,48159.35
PB,UIRAUNA,Autorizado,158972.76
PA,ULIANOPOLIS,Autorizado,530024.67
CE,UMARI,Autorizado,86312.59
RN,UMARIZAL,Autorizado,114535.44
SE,UMBAUBA,Autorizado,249514.14
BA,UMBURANAS,Autorizado,201863.12
MG,UMBURATIBA,Autorizado,49708.38
PB,UMBUZEIRO,Autorizado,100235.15
CE,UMIRIM,Autorizado,203767.61
PR,UMUARAMA,Autorizado,963024.52
BA,UNA,Autorizado,191715.53
MG,UNAI,Autorizado,740468.81
PI,UNIAO,Autorizado,396869.6
RS,UNIAO DA SERRA,Autorizado,36457.13
PR,UNIAO DA VITORIA,Autorizado,525793.65
MG,UNIAO DE MINAS,Autorizado,61365.95
SC,UNIAO DO OESTE,Autorizado,42830.94
MT,UNIAO DO SUL,Autorizado,48889.5
AL,UNIAO DOS PALMARES,Autorizado,592013.36
SP,UNIAO PAULISTA,Autorizado,42972.56
PR,UNIFLOR,Autorizado,51436.86
RS,UNISTALDA,Autorizado,44921.51
RN,UPANEMA,Autorizado,155850.32
PR,URAI,Autorizado,122164.8
BA,URANDI,Autorizado,181768.86
SP,URANIA,Autorizado,93114.68
MA,URBANO SANTOS,Autorizado,306597.95
SP,URU,Autorizado,37819.1
GO,URUACU,Autorizado,370723.72
GO,URUANA,Autorizado,143159.7
MG,URUANA DE MINAS,Autorizado,54376.95
PA,URUARA,Autorizado,396594.62
SC,URUBICI,Autorizado,113622.69
CE,URUBURETAMA,Autorizado,219331.83
MG,URUCANIA,Autorizado,114004.72
AM,URUCARA,Autorizado,168684.87
BA,URUCUCA,Autorizado,206981.92
PI,URUCUI,Autorizado,203187.8
MG,URUCUIA,Autorizado,184655.4
AM,URUCURITUBA,Autorizado,224241.29
RS,URUGUAIANA,Autorizado,1051756.98
CE,URUOCA,Autorizado,151390.67
RO,URUPA,Autorizado,107006.45
SC,URUPEMA,Autorizado,43447.41
SP,URUPES,Autorizado,146578.99
SC,URUSSANGA,Autorizado,201274.99
GO,URUTAI,Não Cadastrado,49731.7
BA,UTINGA,Autorizado,200179.93
RS,VACARIA,Autorizado,579298.79
MT,VALE DE SAO DOMINGOS,Autorizado,46596.77
RO,VALE DO ANARI,Autorizado,110220.42
RO,VALE DO PARAISO,Autorizado,67643.12
RS,VALE DO SOL,Autorizado,120838.25
RS,VALE REAL,Autorizado,70827.26
RS,VALE VERDE,Autorizado,53406.69
BA,VALENCA,Autorizado,843651.98
RJ,VALENCA,Autorizado,649620.2
PI,VALENCA DO PIAUI,Autorizado,197604.91
BA,VALENTE,Autorizado,278977.46
SP,VALENTIM GENTIL,Autorizado,144965.07
SP,VALINHOS,Autorizado,1101870.27
SP,VALPARAISO,Autorizado,257874.01
GO,VALPARAISO DE GOIAS,Autorizado,1489609.28
RS,VANINI,Autorizado,43702.42
SC,VARGEAO,Autorizado,51177.58
SC,VARGEM,Autorizado,42990.26
SP,VARGEM,Autorizado,114977.38
MG,VARGEM ALEGRE,Autorizado,76570
ES,VARGEM ALTA,Autorizado,210912.61
SC,VARGEM BONITA,Autorizado,57009.83
MG,VARGEM BONITA,Autorizado,46667.56
MA,VARGEM GRANDE,Autorizado,500192.4
MG,VARGEM GRANDE DO RIO PARDO,Autorizado,66768.75
SP,VARGEM GRANDE DO SUL,Autorizado,390122.2
SP,VARGEM GRANDE PAULISTA,Autorizado,485887.65
MG,VARGINHA,Autorizado,1144105.13
GO,VARJAO,Autorizado,55217.62
MG,VARJAO DE MINAS,Autorizado,81938.15
CE,VARJOTA,Autorizado,193682.41
RJ,VARRE-SAI,Autorizado,112978.05
PB,VARZEA,Autorizado,51443.71
RN,VARZEA,Autorizado,69729.51
CE,VARZEA ALEGRE,Autorizado,382634.31
PI,VARZEA BRANCA,Autorizado,60428.73
MG,VARZEA DA PALMA,Autorizado,373236.49
BA,VARZEA DA ROCA,Autorizado,153147.8
BA,VARZEA DO POCO,Autorizado,97194.62
MT,VARZEA GRANDE,Autorizado,2239294.24
PI,VARZEA GRANDE,Autorizado,56632.92
BA,VARZEA NOVA,Autorizado,131162.78
SP,VARZEA PAULISTA,Autorizado,1030253.34
BA,VARZEDO,Autorizado,93641.24
MG,VARZELANDIA,Autorizado,197261.92
RJ,VASSOURAS,Autorizado,328789.39
MG,VAZANTE,Autorizado,206973.11
RS,VENANCIO AIRES,Autorizado,626747.15
ES,VENDA NOVA DO IMIGRANTE,Autorizado,251580.63
RN,VENHA-VER,Autorizado,60745.64
PR,VENTANIA,Autorizado,129326.98
PE,VENTUROSA,Autorizado,196434.66
MT,VERA,Autorizado,114533.83
RS,VERA CRUZ,Autorizado,256817.71
BA,VERA CRUZ,Autorizado,416284.41
SP,VERA CRUZ,Autorizado,114714.18
RN,VERA CRUZ,Autorizado,130494.48
